Day,	Outlook,	Temperature,	Humidity,	Wind
D7377,	Overcast,	Hot,	Normal,	Weak
D7378,	Rain,	Cool,	Normal,	Strong
D7379,	Rain,	Cool,	High,	Weak
D7380,	Sunny,	Hot,	High,	Weak
D7381,	Overcast,	Cool,	High,	Strong
D7382,	Overcast,	Mild,	High,	Weak
D7383,	Overcast,	Hot,	Normal,	Weak
D7384,	Overcast,	Hot,	Normal,	Strong
D7385,	Rain,	Cool,	Normal,	Weak
D7386,	Overcast,	Cool,	High,	Strong
D7387,	Sunny,	Hot,	High,	Strong
D7388,	Sunny,	Mild,	Normal,	Strong
D7389,	Overcast,	Cool,	Normal,	Strong
D7390,	Sunny,	Mild,	High,	Weak
D7391,	Rain,	Cool,	Normal,	Weak
D7392,	Overcast,	Cool,	Normal,	Strong
D7393,	Overcast,	Cool,	High,	Weak
D7394,	Overcast,	Hot,	High,	Strong
D7395,	Rain,	Mild,	High,	Weak
D7396,	Overcast,	Hot,	High,	Weak
D7397,	Rain,	Hot,	Normal,	Strong
D7398,	Sunny,	Mild,	Normal,	Weak
D7399,	Rain,	Cool,	Normal,	Weak
D7400,	Overcast,	Cool,	Normal,	Weak
D7401,	Sunny,	Cool,	Normal,	Strong
D7402,	Sunny,	Cool,	Normal,	Strong
D7403,	Overcast,	Cool,	High,	Strong
D7404,	Sunny,	Cool,	High,	Weak
D7405,	Sunny,	Cool,	High,	Weak
D7406,	Overcast,	Hot,	High,	Strong
D7407,	Rain,	Hot,	High,	Strong
D7408,	Sunny,	Hot,	High,	Strong
D7409,	Overcast,	Cool,	High,	Weak
D7410,	Rain,	Cool,	High,	Weak
D7411,	Rain,	Cool,	Normal,	Weak
D7412,	Overcast,	Mild,	Normal,	Weak
D7413,	Sunny,	Mild,	High,	Weak
D7414,	Rain,	Mild,	High,	Strong
D7415,	Rain,	Hot,	Normal,	Weak
D7416,	Sunny,	Mild,	High,	Strong
D7417,	Overcast,	Cool,	High,	Weak
D7418,	Rain,	Mild,	High,	Weak
D7419,	Rain,	Cool,	High,	Weak
D7420,	Sunny,	Cool,	High,	Strong
D7421,	Overcast,	Mild,	Normal,	Weak
D7422,	Rain,	Cool,	High,	Strong
D7423,	Overcast,	Mild,	High,	Strong
D7424,	Rain,	Cool,	Normal,	Strong
D7425,	Sunny,	Mild,	High,	Strong
D7426,	Sunny,	Hot,	High,	Strong
D7427,	Overcast,	Cool,	Normal,	Weak
D7428,	Overcast,	Cool,	High,	Weak
D7429,	Sunny,	Hot,	High,	Weak
D7430,	Overcast,	Mild,	Normal,	Weak
D7431,	Overcast,	Mild,	High,	Strong
D7432,	Sunny,	Hot,	Normal,	Strong
D7433,	Sunny,	Hot,	Normal,	Strong
D7434,	Rain,	Cool,	High,	Strong
D7435,	Rain,	Mild,	Normal,	Strong
D7436,	Sunny,	Mild,	Normal,	Weak
D7437,	Overcast,	Hot,	High,	Weak
D7438,	Rain,	Cool,	High,	Strong
D7439,	Rain,	Cool,	Normal,	Strong
D7440,	Sunny,	Mild,	High,	Weak
D7441,	Rain,	Mild,	High,	Strong
D7442,	Overcast,	Cool,	Normal,	Weak
D7443,	Overcast,	Mild,	Normal,	Weak
D7444,	Sunny,	Mild,	Normal,	Weak
D7445,	Rain,	Mild,	High,	Weak
D7446,	Rain,	Mild,	High,	Strong
D7447,	Rain,	Hot,	High,	Weak
D7448,	Rain,	Cool,	High,	Weak
D7449,	Overcast,	Cool,	High,	Strong
D7450,	Sunny,	Mild,	High,	Strong
D7451,	Rain,	Mild,	Normal,	Strong
D7452,	Sunny,	Cool,	Normal,	Weak
D7453,	Overcast,	Mild,	Normal,	Strong
D7454,	Overcast,	Hot,	Normal,	Strong
D7455,	Overcast,	Mild,	High,	Strong
D7456,	Overcast,	Cool,	Normal,	Weak
D7457,	Rain,	Hot,	High,	Strong
D7458,	Overcast,	Mild,	High,	Weak
D7459,	Rain,	Hot,	Normal,	Strong
D7460,	Rain,	Mild,	High,	Strong
D7461,	Rain,	Mild,	High,	Strong
D7462,	Rain,	Mild,	Normal,	Weak
D7463,	Overcast,	Hot,	High,	Strong
D7464,	Overcast,	Cool,	Normal,	Strong
D7465,	Sunny,	Hot,	High,	Weak
D7466,	Overcast,	Mild,	Normal,	Strong
D7467,	Overcast,	Mild,	High,	Strong
D7468,	Sunny,	Hot,	Normal,	Weak
D7469,	Overcast,	Cool,	High,	Weak
D7470,	Overcast,	Hot,	High,	Strong
D7471,	Sunny,	Hot,	Normal,	Weak
D7472,	Overcast,	Cool,	Normal,	Weak
D7473,	Overcast,	Mild,	Normal,	Weak
D7474,	Overcast,	Cool,	Normal,	Strong
D7475,	Overcast,	Mild,	Normal,	Weak
D7476,	Overcast,	Cool,	Normal,	Strong
D7477,	Rain,	Mild,	Normal,	Strong
D7478,	Sunny,	Cool,	Normal,	Weak
D7479,	Sunny,	Hot,	Normal,	Strong
D7480,	Overcast,	Cool,	Normal,	Strong
D7481,	Rain,	Cool,	High,	Weak
D7482,	Overcast,	Mild,	High,	Weak
D7483,	Rain,	Mild,	High,	Weak
D7484,	Overcast,	Hot,	Normal,	Strong
D7485,	Overcast,	Hot,	Normal,	Weak
D7486,	Sunny,	Cool,	High,	Weak
D7487,	Overcast,	Hot,	Normal,	Strong
D7488,	Overcast,	Mild,	High,	Strong
D7489,	Overcast,	Hot,	Normal,	Weak
D7490,	Sunny,	Cool,	Normal,	Weak
D7491,	Overcast,	Hot,	High,	Strong
D7492,	Overcast,	Cool,	High,	Weak
D7493,	Rain,	Cool,	High,	Strong
D7494,	Overcast,	Cool,	Normal,	Weak
D7495,	Sunny,	Hot,	Normal,	Weak
D7496,	Sunny,	Hot,	Normal,	Strong
D7497,	Overcast,	Hot,	Normal,	Strong
D7498,	Sunny,	Cool,	Normal,	Strong
D7499,	Overcast,	Hot,	Normal,	Weak
D7500,	Overcast,	Mild,	Normal,	Weak
D7501,	Sunny,	Mild,	High,	Weak
D7502,	Sunny,	Hot,	High,	Strong
D7503,	Overcast,	Hot,	Normal,	Strong
D7504,	Sunny,	Cool,	High,	Weak
D7505,	Overcast,	Cool,	Normal,	Strong
D7506,	Rain,	Cool,	High,	Weak
D7507,	Overcast,	Mild,	High,	Strong
D7508,	Rain,	Mild,	High,	Weak
D7509,	Sunny,	Cool,	Normal,	Weak
D7510,	Sunny,	Mild,	High,	Weak
D7511,	Rain,	Hot,	High,	Weak
D7512,	Rain,	Cool,	Normal,	Weak
D7513,	Sunny,	Cool,	Normal,	Weak
D7514,	Sunny,	Mild,	High,	Weak
D7515,	Overcast,	Cool,	Normal,	Strong
D7516,	Sunny,	Hot,	Normal,	Strong
D7517,	Sunny,	Mild,	Normal,	Weak
D7518,	Rain,	Cool,	High,	Strong
D7519,	Overcast,	Hot,	High,	Strong
D7520,	Sunny,	Mild,	High,	Strong
D7521,	Overcast,	Cool,	High,	Strong
D7522,	Overcast,	Hot,	High,	Weak
D7523,	Sunny,	Hot,	Normal,	Strong
D7524,	Rain,	Cool,	Normal,	Strong
D7525,	Overcast,	Cool,	Normal,	Weak
D7526,	Rain,	Cool,	Normal,	Weak
D7527,	Overcast,	Cool,	Normal,	Strong
D7528,	Overcast,	Hot,	Normal,	Strong
D7529,	Sunny,	Mild,	Normal,	Strong
D7530,	Sunny,	Cool,	Normal,	Weak
D7531,	Overcast,	Hot,	Normal,	Strong
D7532,	Overcast,	Cool,	Normal,	Weak
D7533,	Sunny,	Hot,	Normal,	Weak
D7534,	Overcast,	Cool,	Normal,	Strong
D7535,	Overcast,	Mild,	High,	Strong
D7536,	Overcast,	Hot,	Normal,	Strong
D7537,	Rain,	Cool,	High,	Weak
D7538,	Rain,	Hot,	Normal,	Weak
D7539,	Overcast,	Cool,	High,	Strong
D7540,	Sunny,	Mild,	Normal,	Weak
D7541,	Rain,	Mild,	Normal,	Weak
D7542,	Overcast,	Hot,	Normal,	Strong
D7543,	Sunny,	Cool,	High,	Weak
D7544,	Overcast,	Mild,	Normal,	Weak
D7545,	Rain,	Hot,	Normal,	Strong
D7546,	Overcast,	Mild,	Normal,	Weak
D7547,	Sunny,	Cool,	High,	Strong
D7548,	Overcast,	Mild,	High,	Weak
D7549,	Sunny,	Mild,	High,	Strong
D7550,	Overcast,	Mild,	High,	Weak
D7551,	Rain,	Mild,	Normal,	Strong
D7552,	Rain,	Mild,	High,	Strong
D7553,	Rain,	Hot,	Normal,	Strong
D7554,	Rain,	Cool,	Normal,	Strong
D7555,	Sunny,	Hot,	High,	Weak
D7556,	Overcast,	Mild,	High,	Weak
D7557,	Overcast,	Hot,	Normal,	Weak
D7558,	Overcast,	Cool,	Normal,	Weak
D7559,	Sunny,	Cool,	High,	Strong
D7560,	Sunny,	Mild,	High,	Weak
D7561,	Overcast,	Mild,	Normal,	Strong
D7562,	Sunny,	Mild,	High,	Weak
D7563,	Overcast,	Mild,	Normal,	Strong
D7564,	Sunny,	Mild,	Normal,	Weak
D7565,	Overcast,	Hot,	Normal,	Weak
D7566,	Rain,	Cool,	Normal,	Strong
D7567,	Overcast,	Cool,	Normal,	Strong
D7568,	Sunny,	Mild,	Normal,	Weak
D7569,	Rain,	Cool,	High,	Strong
D7570,	Rain,	Hot,	High,	Strong
D7571,	Overcast,	Mild,	High,	Strong
D7572,	Sunny,	Mild,	High,	Weak
D7573,	Rain,	Cool,	High,	Weak
D7574,	Rain,	Mild,	High,	Strong
D7575,	Rain,	Hot,	High,	Strong
D7576,	Sunny,	Hot,	High,	Strong
D7577,	Sunny,	Hot,	Normal,	Weak
D7578,	Rain,	Cool,	Normal,	Strong
D7579,	Sunny,	Hot,	Normal,	Weak
D7580,	Sunny,	Mild,	Normal,	Weak
D7581,	Sunny,	Mild,	High,	Weak
D7582,	Overcast,	Hot,	Normal,	Strong
D7583,	Rain,	Cool,	High,	Weak
D7584,	Sunny,	Hot,	Normal,	Strong
D7585,	Sunny,	Mild,	Normal,	Strong
D7586,	Sunny,	Cool,	Normal,	Weak
D7587,	Rain,	Hot,	High,	Weak
D7588,	Sunny,	Hot,	High,	Weak
D7589,	Rain,	Cool,	High,	Weak
D7590,	Sunny,	Hot,	High,	Weak
D7591,	Overcast,	Hot,	Normal,	Weak
D7592,	Sunny,	Cool,	Normal,	Weak
D7593,	Sunny,	Cool,	High,	Weak
D7594,	Rain,	Cool,	Normal,	Strong
D7595,	Sunny,	Mild,	High,	Weak
D7596,	Overcast,	Mild,	High,	Weak
D7597,	Rain,	Hot,	High,	Weak
D7598,	Sunny,	Mild,	Normal,	Weak
D7599,	Rain,	Mild,	Normal,	Strong
D7600,	Sunny,	Mild,	High,	Weak
D7601,	Sunny,	Mild,	Normal,	Weak
D7602,	Overcast,	Mild,	High,	Weak
D7603,	Overcast,	Cool,	High,	Weak
D7604,	Sunny,	Mild,	Normal,	Strong
D7605,	Sunny,	Cool,	Normal,	Strong
D7606,	Sunny,	Cool,	Normal,	Weak
D7607,	Overcast,	Hot,	High,	Strong
D7608,	Sunny,	Hot,	Normal,	Weak
D7609,	Rain,	Mild,	High,	Strong
D7610,	Overcast,	Mild,	High,	Strong
D7611,	Sunny,	Cool,	High,	Strong
D7612,	Rain,	Hot,	Normal,	Strong
D7613,	Sunny,	Hot,	High,	Weak
D7614,	Rain,	Mild,	High,	Strong
D7615,	Rain,	Cool,	Normal,	Strong
D7616,	Rain,	Mild,	High,	Strong
D7617,	Overcast,	Hot,	Normal,	Weak
D7618,	Overcast,	Hot,	Normal,	Strong
D7619,	Rain,	Hot,	High,	Weak
D7620,	Rain,	Hot,	Normal,	Strong
D7621,	Sunny,	Hot,	High,	Strong
D7622,	Overcast,	Hot,	High,	Weak
D7623,	Sunny,	Mild,	High,	Strong
D7624,	Rain,	Mild,	Normal,	Weak
D7625,	Sunny,	Hot,	Normal,	Strong
D7626,	Overcast,	Hot,	Normal,	Weak
D7627,	Sunny,	Cool,	High,	Strong
D7628,	Overcast,	Mild,	High,	Strong
D7629,	Rain,	Cool,	Normal,	Weak
D7630,	Rain,	Hot,	High,	Weak
D7631,	Overcast,	Hot,	High,	Weak
D7632,	Overcast,	Cool,	High,	Weak
D7633,	Rain,	Cool,	High,	Strong
D7634,	Sunny,	Cool,	Normal,	Strong
D7635,	Overcast,	Cool,	Normal,	Weak
D7636,	Rain,	Cool,	Normal,	Weak
D7637,	Sunny,	Mild,	Normal,	Strong
D7638,	Overcast,	Cool,	High,	Strong
D7639,	Sunny,	Hot,	High,	Weak
D7640,	Sunny,	Cool,	Normal,	Weak
D7641,	Rain,	Hot,	Normal,	Strong
D7642,	Overcast,	Hot,	Normal,	Strong
D7643,	Rain,	Mild,	High,	Weak
D7644,	Overcast,	Hot,	High,	Strong
D7645,	Overcast,	Cool,	High,	Weak
D7646,	Rain,	Mild,	Normal,	Weak
D7647,	Sunny,	Cool,	Normal,	Weak
D7648,	Overcast,	Cool,	High,	Strong
D7649,	Overcast,	Mild,	Normal,	Strong
D7650,	Sunny,	Hot,	Normal,	Weak
D7651,	Sunny,	Cool,	High,	Strong
D7652,	Overcast,	Cool,	Normal,	Strong
D7653,	Overcast,	Cool,	Normal,	Strong
D7654,	Rain,	Cool,	Normal,	Strong
D7655,	Sunny,	Mild,	High,	Strong
D7656,	Overcast,	Hot,	High,	Weak
D7657,	Sunny,	Hot,	Normal,	Weak
D7658,	Sunny,	Hot,	Normal,	Weak
D7659,	Overcast,	Hot,	Normal,	Strong
D7660,	Overcast,	Mild,	Normal,	Weak
D7661,	Overcast,	Hot,	Normal,	Strong
D7662,	Sunny,	Mild,	Normal,	Weak
D7663,	Sunny,	Cool,	High,	Weak
D7664,	Overcast,	Cool,	High,	Strong
D7665,	Rain,	Cool,	Normal,	Weak
D7666,	Overcast,	Mild,	High,	Weak
D7667,	Rain,	Cool,	High,	Strong
D7668,	Sunny,	Hot,	Normal,	Weak
D7669,	Overcast,	Mild,	High,	Strong
D7670,	Overcast,	Hot,	Normal,	Strong
D7671,	Overcast,	Cool,	High,	Strong
D7672,	Overcast,	Hot,	High,	Weak
D7673,	Sunny,	Hot,	Normal,	Strong
D7674,	Overcast,	Mild,	Normal,	Weak
D7675,	Overcast,	Cool,	High,	Strong
D7676,	Overcast,	Mild,	High,	Weak
D7677,	Sunny,	Mild,	High,	Strong
D7678,	Sunny,	Mild,	Normal,	Strong
D7679,	Sunny,	Mild,	Normal,	Strong
D7680,	Overcast,	Mild,	High,	Strong
D7681,	Overcast,	Cool,	High,	Weak
D7682,	Rain,	Hot,	Normal,	Weak
D7683,	Rain,	Cool,	Normal,	Strong
D7684,	Rain,	Mild,	High,	Strong
D7685,	Rain,	Hot,	High,	Strong
D7686,	Overcast,	Mild,	High,	Weak
D7687,	Overcast,	Mild,	High,	Strong
D7688,	Sunny,	Cool,	High,	Strong
D7689,	Overcast,	Hot,	Normal,	Weak
D7690,	Sunny,	Mild,	Normal,	Strong
D7691,	Overcast,	Hot,	Normal,	Strong
D7692,	Rain,	Hot,	High,	Weak
D7693,	Rain,	Cool,	Normal,	Weak
D7694,	Overcast,	Cool,	High,	Weak
D7695,	Overcast,	Hot,	High,	Strong
D7696,	Overcast,	Cool,	Normal,	Weak
D7697,	Sunny,	Mild,	Normal,	Strong
D7698,	Rain,	Mild,	Normal,	Strong
D7699,	Sunny,	Hot,	High,	Strong
D7700,	Sunny,	Cool,	High,	Strong
D7701,	Sunny,	Mild,	Normal,	Weak
D7702,	Rain,	Mild,	High,	Strong
D7703,	Overcast,	Cool,	High,	Weak
D7704,	Sunny,	Cool,	Normal,	Weak
D7705,	Overcast,	Cool,	Normal,	Weak
D7706,	Overcast,	Cool,	High,	Strong
D7707,	Overcast,	Cool,	Normal,	Weak
D7708,	Sunny,	Mild,	Normal,	Weak
D7709,	Rain,	Cool,	Normal,	Strong
D7710,	Rain,	Hot,	High,	Strong
D7711,	Overcast,	Mild,	High,	Strong
D7712,	Rain,	Mild,	Normal,	Weak
D7713,	Sunny,	Hot,	Normal,	Strong
D7714,	Rain,	Hot,	High,	Weak
D7715,	Rain,	Hot,	Normal,	Strong
D7716,	Overcast,	Hot,	High,	Strong
D7717,	Overcast,	Hot,	High,	Weak
D7718,	Rain,	Hot,	Normal,	Weak
D7719,	Rain,	Mild,	Normal,	Strong
D7720,	Sunny,	Hot,	High,	Weak
D7721,	Sunny,	Mild,	Normal,	Weak
D7722,	Overcast,	Cool,	High,	Weak
D7723,	Sunny,	Hot,	High,	Strong
D7724,	Rain,	Mild,	Normal,	Weak
D7725,	Overcast,	Cool,	High,	Strong
D7726,	Rain,	Hot,	Normal,	Strong
D7727,	Sunny,	Cool,	High,	Weak
D7728,	Overcast,	Mild,	High,	Strong
D7729,	Sunny,	Hot,	High,	Strong
D7730,	Sunny,	Mild,	Normal,	Weak
D7731,	Sunny,	Mild,	High,	Weak
D7732,	Sunny,	Mild,	Normal,	Strong
D7733,	Rain,	Mild,	High,	Strong
D7734,	Rain,	Cool,	Normal,	Strong
D7735,	Overcast,	Mild,	Normal,	Strong
D7736,	Rain,	Hot,	High,	Strong
D7737,	Sunny,	Hot,	High,	Strong
D7738,	Overcast,	Mild,	Normal,	Strong
D7739,	Overcast,	Hot,	Normal,	Strong
D7740,	Overcast,	Cool,	High,	Weak
D7741,	Rain,	Hot,	Normal,	Strong
D7742,	Sunny,	Hot,	High,	Weak
D7743,	Overcast,	Cool,	High,	Strong
D7744,	Sunny,	Hot,	Normal,	Weak
D7745,	Sunny,	Mild,	High,	Strong
D7746,	Rain,	Hot,	Normal,	Weak
D7747,	Rain,	Mild,	Normal,	Weak
D7748,	Sunny,	Hot,	High,	Strong
D7749,	Sunny,	Mild,	High,	Strong
D7750,	Rain,	Mild,	High,	Weak
D7751,	Sunny,	Hot,	High,	Weak
D7752,	Overcast,	Mild,	High,	Weak
D7753,	Rain,	Mild,	Normal,	Weak
D7754,	Sunny,	Cool,	High,	Strong
D7755,	Rain,	Hot,	Normal,	Strong
D7756,	Overcast,	Mild,	High,	Strong
D7757,	Overcast,	Mild,	High,	Weak
D7758,	Overcast,	Mild,	High,	Weak
D7759,	Sunny,	Hot,	Normal,	Weak
D7760,	Overcast,	Hot,	High,	Strong
D7761,	Sunny,	Mild,	Normal,	Strong
D7762,	Overcast,	Mild,	Normal,	Weak
D7763,	Rain,	Cool,	High,	Strong
D7764,	Sunny,	Cool,	Normal,	Weak
D7765,	Sunny,	Hot,	High,	Strong
D7766,	Sunny,	Cool,	Normal,	Weak
D7767,	Overcast,	Hot,	High,	Weak
D7768,	Sunny,	Mild,	High,	Weak
D7769,	Sunny,	Mild,	Normal,	Strong
D7770,	Rain,	Cool,	Normal,	Weak
D7771,	Rain,	Mild,	Normal,	Weak
D7772,	Rain,	Cool,	Normal,	Strong
D7773,	Overcast,	Cool,	Normal,	Weak
D7774,	Rain,	Hot,	High,	Weak
D7775,	Sunny,	Hot,	High,	Strong
D7776,	Sunny,	Cool,	Normal,	Weak
D7777,	Rain,	Mild,	Normal,	Weak
D7778,	Sunny,	Mild,	Normal,	Strong
D7779,	Sunny,	Cool,	Normal,	Strong
D7780,	Overcast,	Cool,	High,	Weak
D7781,	Rain,	Cool,	High,	Strong
D7782,	Overcast,	Mild,	Normal,	Strong
D7783,	Sunny,	Hot,	Normal,	Weak
D7784,	Rain,	Mild,	High,	Weak
D7785,	Overcast,	Hot,	High,	Weak
D7786,	Sunny,	Hot,	Normal,	Strong
D7787,	Overcast,	Cool,	High,	Weak
D7788,	Sunny,	Cool,	Normal,	Weak
D7789,	Sunny,	Mild,	High,	Weak
D7790,	Rain,	Mild,	High,	Strong
D7791,	Overcast,	Mild,	Normal,	Strong
D7792,	Overcast,	Cool,	Normal,	Strong
D7793,	Sunny,	Cool,	Normal,	Weak
D7794,	Rain,	Hot,	High,	Weak
D7795,	Sunny,	Cool,	Normal,	Strong
D7796,	Sunny,	Cool,	Normal,	Strong
D7797,	Overcast,	Cool,	High,	Strong
D7798,	Sunny,	Cool,	Normal,	Weak
D7799,	Sunny,	Hot,	Normal,	Weak
D7800,	Rain,	Cool,	High,	Weak
D7801,	Overcast,	Hot,	High,	Weak
D7802,	Sunny,	Hot,	High,	Weak
D7803,	Rain,	Hot,	High,	Strong
D7804,	Sunny,	Hot,	High,	Strong
D7805,	Overcast,	Cool,	High,	Strong
D7806,	Rain,	Cool,	High,	Strong
D7807,	Rain,	Mild,	Normal,	Strong
D7808,	Sunny,	Cool,	High,	Strong
D7809,	Sunny,	Hot,	Normal,	Strong
D7810,	Rain,	Mild,	High,	Strong
D7811,	Rain,	Hot,	Normal,	Strong
D7812,	Overcast,	Mild,	High,	Strong
D7813,	Overcast,	Hot,	Normal,	Weak
D7814,	Sunny,	Mild,	Normal,	Weak
D7815,	Rain,	Cool,	High,	Strong
D7816,	Sunny,	Cool,	High,	Strong
D7817,	Rain,	Hot,	High,	Weak
D7818,	Sunny,	Mild,	High,	Weak
D7819,	Overcast,	Hot,	Normal,	Weak
D7820,	Sunny,	Hot,	Normal,	Weak
D7821,	Overcast,	Mild,	High,	Strong
D7822,	Sunny,	Cool,	High,	Strong
D7823,	Rain,	Hot,	Normal,	Strong
D7824,	Rain,	Hot,	Normal,	Weak
D7825,	Sunny,	Hot,	High,	Strong
D7826,	Rain,	Mild,	Normal,	Strong
D7827,	Overcast,	Hot,	High,	Weak
D7828,	Rain,	Cool,	High,	Weak
D7829,	Sunny,	Hot,	High,	Weak
D7830,	Overcast,	Hot,	High,	Strong
D7831,	Sunny,	Hot,	Normal,	Weak
D7832,	Overcast,	Hot,	Normal,	Strong
D7833,	Overcast,	Mild,	High,	Strong
D7834,	Rain,	Mild,	Normal,	Strong
D7835,	Rain,	Mild,	Normal,	Weak
D7836,	Rain,	Mild,	High,	Weak
D7837,	Overcast,	Hot,	High,	Strong
D7838,	Overcast,	Mild,	High,	Weak
D7839,	Rain,	Hot,	High,	Strong
D7840,	Sunny,	Cool,	Normal,	Strong
D7841,	Rain,	Mild,	Normal,	Weak
D7842,	Sunny,	Cool,	Normal,	Weak
D7843,	Rain,	Cool,	High,	Weak
D7844,	Sunny,	Cool,	Normal,	Strong
D7845,	Sunny,	Mild,	High,	Strong
D7846,	Overcast,	Mild,	Normal,	Weak
D7847,	Rain,	Hot,	High,	Weak
D7848,	Sunny,	Cool,	Normal,	Weak
D7849,	Rain,	Cool,	High,	Weak
D7850,	Rain,	Hot,	High,	Strong
D7851,	Sunny,	Mild,	High,	Strong
D7852,	Sunny,	Cool,	High,	Weak
D7853,	Overcast,	Mild,	Normal,	Strong
D7854,	Overcast,	Mild,	High,	Weak
D7855,	Sunny,	Hot,	Normal,	Weak
D7856,	Sunny,	Hot,	Normal,	Weak
D7857,	Rain,	Hot,	High,	Strong
D7858,	Overcast,	Cool,	Normal,	Strong
D7859,	Overcast,	Mild,	Normal,	Strong
D7860,	Rain,	Mild,	High,	Weak
D7861,	Rain,	Hot,	Normal,	Weak
D7862,	Overcast,	Hot,	Normal,	Strong
D7863,	Rain,	Cool,	Normal,	Strong
D7864,	Rain,	Mild,	High,	Weak
D7865,	Sunny,	Hot,	High,	Weak
D7866,	Sunny,	Cool,	Normal,	Strong
D7867,	Sunny,	Hot,	Normal,	Strong
D7868,	Overcast,	Mild,	High,	Weak
D7869,	Rain,	Hot,	High,	Strong
D7870,	Rain,	Cool,	Normal,	Weak
D7871,	Overcast,	Cool,	Normal,	Weak
D7872,	Rain,	Cool,	High,	Strong
D7873,	Sunny,	Mild,	High,	Weak
D7874,	Rain,	Mild,	Normal,	Weak
D7875,	Sunny,	Hot,	Normal,	Weak
D7876,	Rain,	Mild,	Normal,	Weak
D7877,	Sunny,	Mild,	Normal,	Weak
D7878,	Rain,	Hot,	High,	Weak
D7879,	Sunny,	Hot,	High,	Strong
D7880,	Sunny,	Cool,	High,	Weak
D7881,	Overcast,	Cool,	High,	Weak
D7882,	Overcast,	Hot,	Normal,	Strong
D7883,	Overcast,	Cool,	High,	Strong
D7884,	Overcast,	Mild,	Normal,	Weak
D7885,	Rain,	Mild,	Normal,	Weak
D7886,	Overcast,	Hot,	Normal,	Weak
D7887,	Sunny,	Hot,	High,	Weak
D7888,	Overcast,	Hot,	Normal,	Weak
D7889,	Rain,	Hot,	Normal,	Strong
D7890,	Rain,	Mild,	Normal,	Strong
D7891,	Overcast,	Hot,	Normal,	Strong
D7892,	Rain,	Mild,	High,	Weak
D7893,	Rain,	Hot,	Normal,	Weak
D7894,	Rain,	Mild,	High,	Strong
D7895,	Overcast,	Mild,	High,	Strong
D7896,	Sunny,	Mild,	Normal,	Weak
D7897,	Rain,	Cool,	Normal,	Strong
D7898,	Rain,	Hot,	High,	Weak
D7899,	Overcast,	Hot,	High,	Strong
D7900,	Overcast,	Hot,	High,	Weak
D7901,	Rain,	Cool,	High,	Weak
D7902,	Overcast,	Mild,	Normal,	Strong
D7903,	Sunny,	Cool,	Normal,	Strong
D7904,	Overcast,	Hot,	High,	Weak
D7905,	Overcast,	Cool,	Normal,	Strong
D7906,	Sunny,	Mild,	Normal,	Weak
D7907,	Overcast,	Cool,	Normal,	Strong
D7908,	Overcast,	Hot,	High,	Weak
D7909,	Overcast,	Mild,	High,	Strong
D7910,	Overcast,	Hot,	Normal,	Strong
D7911,	Overcast,	Mild,	Normal,	Strong
D7912,	Rain,	Mild,	Normal,	Strong
D7913,	Overcast,	Cool,	Normal,	Strong
D7914,	Overcast,	Mild,	Normal,	Weak
D7915,	Sunny,	Mild,	High,	Strong
D7916,	Sunny,	Cool,	High,	Strong
D7917,	Rain,	Mild,	High,	Strong
D7918,	Rain,	Cool,	High,	Weak
D7919,	Rain,	Cool,	High,	Weak
D7920,	Overcast,	Hot,	High,	Weak
D7921,	Overcast,	Hot,	Normal,	Weak
D7922,	Overcast,	Cool,	Normal,	Strong
D7923,	Sunny,	Hot,	High,	Weak
D7924,	Rain,	Cool,	High,	Strong
D7925,	Overcast,	Hot,	High,	Strong
D7926,	Rain,	Mild,	High,	Weak
D7927,	Rain,	Hot,	High,	Strong
D7928,	Overcast,	Cool,	High,	Weak
D7929,	Rain,	Cool,	High,	Weak
D7930,	Sunny,	Mild,	High,	Strong
D7931,	Rain,	Mild,	High,	Strong
D7932,	Rain,	Cool,	Normal,	Strong
D7933,	Overcast,	Cool,	High,	Strong
D7934,	Rain,	Mild,	High,	Weak
D7935,	Rain,	Mild,	Normal,	Weak
D7936,	Overcast,	Hot,	Normal,	Weak
D7937,	Overcast,	Hot,	Normal,	Weak
D7938,	Rain,	Cool,	Normal,	Strong
D7939,	Rain,	Mild,	High,	Weak
D7940,	Overcast,	Cool,	Normal,	Strong
D7941,	Sunny,	Hot,	High,	Weak
D7942,	Overcast,	Hot,	Normal,	Weak
D7943,	Rain,	Hot,	Normal,	Strong
D7944,	Overcast,	Cool,	High,	Strong
D7945,	Overcast,	Hot,	High,	Strong
D7946,	Overcast,	Mild,	High,	Weak
D7947,	Rain,	Mild,	High,	Strong
D7948,	Rain,	Hot,	High,	Strong
D7949,	Sunny,	Hot,	High,	Strong
D7950,	Rain,	Hot,	High,	Strong
D7951,	Rain,	Mild,	Normal,	Strong
D7952,	Sunny,	Hot,	Normal,	Weak
D7953,	Overcast,	Mild,	High,	Strong
D7954,	Rain,	Hot,	Normal,	Strong
D7955,	Overcast,	Cool,	Normal,	Weak
D7956,	Overcast,	Cool,	High,	Weak
D7957,	Rain,	Hot,	High,	Strong
D7958,	Overcast,	Mild,	Normal,	Strong
D7959,	Rain,	Mild,	High,	Strong
D7960,	Sunny,	Hot,	High,	Strong
D7961,	Rain,	Mild,	High,	Strong
D7962,	Rain,	Mild,	Normal,	Strong
D7963,	Overcast,	Hot,	Normal,	Weak
D7964,	Sunny,	Hot,	Normal,	Strong
D7965,	Rain,	Cool,	High,	Weak
D7966,	Rain,	Cool,	Normal,	Weak
